h,MAE_z,RMSE_z,MAE_C,RMSE_C
1,0.23542112112045288,0.29423555731773376,2.3224902153015137,2.902709722518921
2,0.23788334429264069,0.2968335747718811,2.346781015396118,2.928340435028076
3,0.24044069647789001,0.3005407750606537,2.3720099925994873,2.9649126529693604
4,0.2423558384180069,0.3026868402957916,2.3909034729003906,2.986084222793579
5,0.24390913546085358,0.30513352155685425,2.406226634979248,3.010221481323242
6,0.2447085827589035,0.3058081269264221,2.4141135215759277,3.016876220703125
7,0.24539761245250702,0.3070419132709503,2.4209113121032715,3.029047727584839
8,0.245383158326149,0.30668267607688904,2.4207684993743896,3.0255041122436523
9,0.24572566151618958,0.3073132038116455,2.424147129058838,3.031724452972412
10,0.2454698085784912,0.30669528245925903,2.4216229915618896,3.0256285667419434
11,0.24634431302547455,0.3077358603477478,2.430250406265259,3.0358941555023193
12,0.24596062302589417,0.30683550238609314,2.4264652729034424,3.0270116329193115
13,0.24763932824134827,0.3086894154548645,2.443026065826416,3.0453014373779297
14,0.24718843400478363,0.30830228328704834,2.438577890396118,3.0414819717407227
15,0.24933750927448273,0.3108275234699249,2.4597792625427246,3.066394090652466
16,0.24918922781944275,0.3111945688724518,2.4583163261413574,3.0700149536132812
17,0.25147998332977295,0.3138929307460785,2.4809153079986572,3.096635341644287
18,0.25147944688796997,0.31454360485076904,2.480909824371338,3.1030540466308594
19,0.2540814280509949,0.3170855939388275,2.5065791606903076,3.128131628036499
20,0.25396862626075745,0.3174641728401184,2.5054662227630615,3.131866455078125
21,0.2562771439552307,0.3194352388381958,2.528240203857422,3.1513113975524902
22,0.25615715980529785,0.3198719620704651,2.5270566940307617,3.1556198596954346
23,0.25810474157333374,0.32178065180778503,2.5462703704833984,3.1744496822357178
24,0.25899219512939453,0.3231855630874634,2.555025577545166,3.18830943107605
25,0.26210978627204895,0.326553612947464,2.5857813358306885,3.2215359210968018
26,0.2641216218471527,0.3289942145347595,2.605628490447998,3.2456133365631104
27,0.2669954299926758,0.33249661326408386,2.633979320526123,3.280165433883667
28,0.2682662606239319,0.33447691798210144,2.6465160846710205,3.299701452255249
29,0.270689994096756,0.3372122347354889,2.670426845550537,3.326686143875122
30,0.2713669240474701,0.33811941742897034,2.6771047115325928,3.3356359004974365
31,0.2730434238910675,0.34014955163002014,2.6936442852020264,3.355663537979126
32,0.2732076644897461,0.34026551246643066,2.6952643394470215,3.3568074703216553
33,0.27493104338645935,0.34196656942367554,2.712266206741333,3.373589038848877
34,0.2751666009426117,0.34204453229904175,2.7145895957946777,3.3743581771850586
35,0.2772500216960907,0.3441202938556671,2.7351431846618652,3.3948357105255127
36,0.27772459387779236,0.34423500299453735,2.7398242950439453,3.395967721939087
37,0.2805635631084442,0.34710103273391724,2.7678325176239014,3.424241542816162
38,0.2811278998851776,0.3478427827358246,2.7733993530273438,3.4315590858459473
39,0.28430166840553284,0.35132667422294617,2.8047099113464355,3.465928792953491
40,0.2849760353565216,0.3527199327945709,2.8113625049591064,3.4796736240386963
41,0.2878612279891968,0.35628804564476013,2.8398256301879883,3.514873743057251
42,0.28832489252090454,0.3576096296310425,2.844399929046631,3.52791166305542
43,0.2908446192741394,0.3606228232383728,2.869257688522339,3.5576374530792236
44,0.29089275002479553,0.36140069365501404,2.869732141494751,3.5653116703033447
45,0.2930314540863037,0.3635962903499603,2.890831470489502,3.5869715213775635
46,0.2931515574455261,0.36425864696502686,2.8920159339904785,3.593506097793579
47,0.2952001988887787,0.3661489188671112,2.912226438522339,3.612154006958008
48,0.29584643244743347,0.3674681484699249,2.9186019897460938,3.6251683235168457
49,0.2986414432525635,0.3704632520675659,2.9461750984191895,3.6547160148620605
50,0.3002742528915405,0.3726556599140167,2.9622833728790283,3.676344871520996
51,0.3028727173805237,0.37577399611473083,2.9879181385040283,3.7071075439453125
52,0.30432331562042236,0.3776818513870239,3.002228260040283,3.725929021835327
53,0.3063468039035797,0.3800993263721466,3.022190570831299,3.7497785091400146
54,0.3072356879711151,0.38118088245391846,3.0309596061706543,3.7604482173919678
55,0.3080799877643585,0.38286513090133667,3.0392887592315674,3.777064085006714
56,0.30831578373908997,0.3830527067184448,3.0416150093078613,3.778914213180542
57,0.30887433886528015,0.3844006061553955,3.0471255779266357,3.7922117710113525
58,0.309192031621933,0.3844057321548462,3.050259590148926,3.792262077331543
59,0.3099977374076843,0.3860798478126526,3.0582082271575928,3.8087775707244873
60,0.31037637591362,0.3861263692378998,3.061943531036377,3.809236764907837
61,0.3117828667163849,0.3884161412715912,3.0758187770843506,3.8318259716033936
62,0.31239819526672363,0.38889941573143005,3.0818891525268555,3.8365936279296875
63,0.31416866183280945,0.3915826976299286,3.0993552207946777,3.863064765930176
64,0.31463393568992615,0.392322301864624,3.103945016860962,3.870361328125
65,0.3166174590587616,0.3950168192386627,3.1235132217407227,3.8969433307647705
66,0.3169029653072357,0.39579707384109497,3.1263301372528076,3.9046406745910645
67,0.318730890750885,0.3980317711830139,3.1443629264831543,3.9266867637634277
68,0.3185892701148987,0.3982008695602417,3.142965793609619,3.9283547401428223
69,0.31992119550704956,0.3997921347618103,3.1561052799224854,3.9440526962280273
70,0.3196592330932617,0.39971455931663513,3.1535212993621826,3.9432878494262695
71,0.32076704502105713,0.40108832716941833,3.164449691772461,3.9568400382995605
72,0.3210415542125702,0.40158772468566895,3.1671578884124756,3.9617671966552734
73,0.32325929403305054,0.4039081037044525,3.1890363693237305,3.9846580028533936
74,0.32416656613349915,0.40523621439933777,3.1979873180389404,3.997760534286499
75,0.3261590898036957,0.40768542885780334,3.2176437377929688,4.021922588348389
76,0.3266814947128296,0.4087449014186859,3.222797155380249,4.032374382019043
77,0.3284655809402466,0.41063982248306274,3.2403981685638428,4.051068305969238
78,0.32835525274276733,0.4109111428260803,3.239309787750244,4.053744792938232
79,0.32967305183410645,0.4122304916381836,3.2523105144500732,4.066761016845703
80,0.3288966417312622,0.4118545651435852,3.2446510791778564,4.063052177429199
81,0.3300400376319885,0.4128686189651489,3.2559304237365723,4.073055744171143
82,0.3295859098434448,0.4125153124332428,3.251450300216675,4.069570541381836
83,0.33083587884902954,0.41372179985046387,3.263781785964966,4.081472873687744
84,0.33030062913894653,0.4134270250797272,3.2585015296936035,4.078564643859863
85,0.3320392370223999,0.41518622636795044,3.2756528854370117,4.095920085906982
86,0.3320062756538391,0.4153413772583008,3.2753279209136963,4.0974507331848145
87,0.3339594006538391,0.41745105385780334,3.294595956802368,4.118262767791748
88,0.3345445990562439,0.4180977940559387,3.3003690242767334,4.124643325805664
89,0.3364908695220947,0.42032507061958313,3.3195693492889404,4.146615982055664
90,0.3368109464645386,0.42093220353126526,3.3227274417877197,4.1526055335998535
91,0.33835259079933167,0.4228973090648651,3.33793568611145,4.171991348266602
92,0.3381407856941223,0.42298200726509094,3.3358466625213623,4.172827243804932
93,0.33920595049858093,0.42438310384750366,3.3463549613952637,4.186649322509766
94,0.33863750100135803,0.4241068661212921,3.3407466411590576,4.183924198150635
95,0.33933547139167786,0.4253004193305969,3.34763240814209,4.1956987380981445
96,0.33903777599334717,0.4254492521286011,3.3446953296661377,4.19716739654541
97,0.3407489061355591,0.4273729622364044,3.3615763187408447,4.216145038604736
98,0.3411644399166107,0.42789503931999207,3.365675926208496,4.221295356750488
99,0.34294986724853516,0.4298986494541168,3.383289337158203,4.241061687469482
100,0.3431989848613739,0.4299108386039734,3.385746955871582,4.24118185043335
101,0.3446730375289917,0.4314732253551483,3.400289297103882,4.256595134735107
102,0.34398823976516724,0.4306950569152832,3.3935329914093018,4.248918533325195
103,0.3455539047718048,0.43183833360671997,3.4089787006378174,4.260197162628174
104,0.3443226218223572,0.430545449256897,3.39683198928833,4.247442245483398
105,0.34572577476501465,0.43158942461013794,3.4106743335723877,4.257741451263428
106,0.34478938579559326,0.43042516708374023,3.4014365673065186,4.246255874633789
107,0.34633365273475647,0.4319094121456146,3.4166712760925293,4.260898113250732
108,0.3456922769546509,0.4309099316596985,3.410343647003174,4.251038551330566
109,0.34741804003715515,0.43306007981300354,3.4273691177368164,4.272249698638916
110,0.3470737636089325,0.43250301480293274,3.4239723682403564,4.266754627227783
111,0.3489784002304077,0.43510064482688904,3.4427623748779297,4.2923808097839355
112,0.34908241033554077,0.4349825382232666,3.443788528442383,4.291215419769287
113,0.35111695528030396,0.43758851289749146,3.463859796524048,4.316924095153809
114,0.35100257396698,0.43758994340896606,3.46273136138916,4.316938400268555
115,0.3530561327934265,0.4398953318595886,3.4829905033111572,4.339681148529053
116,0.35200104117393494,0.43936577439308167,3.472581624984741,4.3344573974609375
117,0.3535947799682617,0.4411407709121704,3.4883041381835938,4.351968288421631
118,0.35225939750671387,0.440289705991745,3.475130081176758,4.34357213973999
119,0.35359838604927063,0.4417654275894165,3.48833966255188,4.35813045501709
120,0.3528144955635071,0.44137054681777954,3.4806060791015625,4.3542351722717285
